,movie,year,imdb,metascore,votes,n_imdb
531,Johnny English,2003,6.2,51,126082,62.0
532,Good Bye Lenin!,2003,7.7,68,125367,77.0
533,Scary Movie 3,2003,5.5,49,123296,55.0
534,Bad Santa,2003,7.1,70,122901,71.0
535,The Recruit,2003,6.6,56,121570,66.0
536,Dogville,2003,8.0,60,120452,80.0
537,Monster,2003,7.3,74,119396,73.0
538,The Texas Chainsaw Massacre,2003,6.2,38,118698,62.0
539,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,117000,55.0
540,Matchstick Men,2003,7.3,61,114985,73.0
541,Freaky Friday,2003,6.2,70,109878,62.0
542,Charlie's Angels: Full Throttle,2003,4.9,48,109294,49.0
543,Tears of the Sun,2003,6.6,48,102743,66.0
544,Something's Gotta Give,2003,6.7,66,99807,67.0
545,Freddy vs. Jason,2003,5.8,37,98824,58.0
546,The Life of David Gale,2003,7.6,31,98133,76.0
547,Gothika,2003,5.8,38,97357,58.0
548,Wrong Turn,2003,6.1,32,97285,61.0
549,Paycheck,2003,6.3,43,95809,63.0
550,The Dreamers,2003,7.2,62,95189,72.0
551,Memories of Murder,2003,8.1,82,91647,81.0
552,Shanghai Knights,2003,6.2,58,90365,62.0
553,The Rundown,2003,6.7,59,90117,67.0
554,Cheaper by the Dozen,2003,5.8,46,83674,58.0
555,The Core,2003,5.5,48,83622,55.0
556,Runaway Jury,2003,7.1,61,83147,71.0
557,Intolerable Cruelty,2003,6.3,71,82988,63.0
558,Dreamcatcher,2003,5.5,35,82251,55.0
559,Brother Bear,2003,6.8,48,81721,68.0
560,Elephant,2003,7.2,70,77651,72.0
561,Thirteen,2003,6.8,70,73988,68.0
562,"Spring, Summer, Fall, Winter... and Spring",2003,8.1,85,69021,81.0
563,Mona Lisa Smile,2003,6.5,45,68472,65.0
564,Holes,2003,7.0,71,66892,70.0
565,House of 1000 Corpses,2003,6.1,31,66760,61.0
566,Girl with a Pearl Earring,2003,6.9,72,66106,69.0
567,Ong-Bak: The Thai Warrior,2003,7.2,69,65574,72.0
568,The Room,2003,3.6,9,64331,36.0
569,The Station Agent,2003,7.7,81,62468,77.0
570,Just Married,2003,5.5,28,62365,55.0
571,Love Me If You Dare,2003,7.7,45,61621,77.0
572,Seabiscuit,2003,7.3,72,61599,73.0
573,High Tension,2003,6.8,42,60589,68.0
574,House of Sand and Fog,2003,7.6,71,60374,76.0
575,Open Range,2003,7.5,67,59639,75.0
576,Peter Pan,2003,6.9,64,59398,69.0
577,Timeline,2003,5.6,28,56203,56.0
578,Daddy Day Care,2003,5.5,39,55856,55.0
579,Kal Ho Naa Ho,2003,8.0,54,54466,80.0
580,Basic,2003,6.5,34,54335,65.0
581,"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,53176,47.0
582,What a Girl Wants,2003,5.9,41,52993,59.0
583,Coffee and Cigarettes,2003,7.1,65,52974,71.0
584,Jeepers Creepers II,2003,5.6,36,52212,56.0
585,Out of Time,2003,6.5,63,50830,65.0
586,Duplex,2003,5.9,50,50428,59.0
587,A Tale of Two Sisters,2003,7.2,65,48442,72.0
588,Stuck on You,2003,5.8,62,47752,58.0
589,Secondhand Lions,2003,7.6,52,47099,76.0
590,Spy Kids 3: Game Over,2003,4.2,57,46608,42.0
591,Open Water,2003,5.7,63,46562,57.0
592,The Triplets of Belleville,2003,7.8,91,46289,78.0
593,Bulletproof Monk,2003,5.5,40,44898,55.0
594,American Splendor,2003,7.5,90,44590,75.0
595,The Blind Swordsman: Zatoichi,2003,7.6,75,43799,76.0
596,Gigli,2003,2.4,18,43661,24.0
597,National Security,2003,5.6,31,42804,56.0
598,Sinbad: Legend of the Seven Seas,2003,6.7,48,42095,67.0
599,The Cat in the Hat,2003,3.8,19,41838,38.0
600,A Man Apart,2003,6.1,36,41329,61.0
601,Under the Tuscan Sun,2003,6.8,52,41273,68.0
602,11:14,2003,7.2,65,40888,72.0
603,Honey,2003,5.3,37,40013,53.0
604,The Hunted,2003,6.0,40,39326,60.0
605,Swimming Pool,2003,6.8,70,38221,68.0
606,Cradle 2 the Grave,2003,5.8,36,37974,58.0
607,The Return,2003,8.0,82,36381,80.0
608,Down with Love,2003,6.3,52,36380,63.0
609,The Haunted Mansion,2003,5.0,34,36279,50.0
610,Radio,2003,6.9,38,34766,69.0
611,The Medallion,2003,5.2,38,34332,52.0
612,House of the Dead,2003,2.0,15,33918,20.0
613,Hollywood Homicide,2003,5.3,47,33405,53.0
614,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,32943,34.0
615,Evil,2003,7.8,61,32714,78.0
616,Bringing Down the House,2003,5.6,39,32243,56.0
617,Uptown Girls,2003,6.1,33,31947,61.0
618,Confidence,2003,6.7,59,31760,67.0
619,The Lizzie McGuire Movie,2003,5.4,56,31487,54.0
620,Shattered Glass,2003,7.2,73,30921,72.0
621,The Cooler,2003,7.0,69,30144,70.0
622,Touching the Void,2003,8.1,82,30139,81.0
623,The Missing,2003,6.5,55,29975,65.0
624,Agent Cody Banks,2003,5.1,41,29690,51.0
625,Looney Tunes: Back in Action,2003,5.7,64,28493,57.0
626,Darkness Falls,2003,5.0,23,27952,50.0
627,Anything Else,2003,6.4,43,27489,64.0
628,The Human Stain,2003,6.3,57,27272,63.0
629,The Barbarian Invasions,2003,7.7,70,26401,77.0
630,Kangaroo Jack,2003,4.4,16,26052,44.0
631,Beyond Borders,2003,6.5,32,24544,65.0
632,Tokyo Godfathers,2003,7.9,73,24209,79.0
633,From Justin to Kelly,2003,2.1,14,24177,21.0
634,A Mighty Wind,2003,7.3,81,23772,73.0
635,Ned Kelly,2003,6.5,56,23577,65.0
636,View from the Top,2003,5.2,27,23205,52.0
637,My Life Without Me,2003,7.6,57,22614,76.0
638,Kontroll,2003,7.7,72,22068,77.0
639,Capturing the Friedmans,2003,7.8,90,21493,78.0
640,The United States of Leland,2003,7.1,37,21431,71.0
641,Calendar Girls,2003,6.9,60,21081,69.0
642,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,20927,82.0
643,In the Cut,2003,5.3,46,19935,53.0
644,Wonderland,2003,6.6,43,19904,66.0
645,Cold Creek Manor,2003,4.9,37,19587,49.0
646,The Corporation,2003,8.1,73,19250,81.0
647,Code 46,2003,6.2,57,19053,62.0
648,Saints and Soldiers,2003,6.8,56,18909,68.0
649,Pieces of April,2003,7.1,70,18890,71.0
650,The Best of Youth,2003,8.5,89,18330,85.0
651,Veronica Guerin,2003,6.9,55,17527,69.0
652,Malibu's Most Wanted,2003,5.1,43,17145,51.0
653,The Green Butchers,2003,7.3,54,16889,73.0
654,Head of State,2003,5.4,44,16622,54.0
655,Willard,2003,6.2,61,16197,62.0
656,The Order,2003,5.2,21,15947,52.0
657,Latter Days,2003,7.1,45,15744,71.0
658,Carandiru,2003,7.6,71,15723,76.0
659,A Guy Thing,2003,5.6,27,15401,56.0
660,One Missed Call,2003,6.2,54,15396,62.0
661,Eternal Sunshine of the Spotless Mind,2004,8.3,89,779834,83.0
662,Kill Bill: Vol. 2,2004,8.0,83,581790,80.0
663,Million Dollar Baby,2004,8.1,86,559879,81.0
664,The Incredibles,2004,8.0,90,559154,80.0
665,Spider-Man 2,2004,7.3,83,473834,73.0
666,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,454282,79.0
667,The Notebook,2004,7.9,53,450017,79.0
668,Shaun of the Dead,2004,7.9,76,447483,79.0
669,"I, Robot",2004,7.1,59,443083,71.0
670,Troy,2004,7.2,56,431688,72.0
671,The Butterfly Effect,2004,7.7,30,403138,77.0
672,The Bourne Supremacy,2004,7.8,73,392961,78.0
673,Crash,2004,7.8,69,390428,78.0
674,The Day After Tomorrow,2004,6.4,47,369681,64.0
675,Shrek 2,2004,7.2,75,358774,72.0
676,The Terminal,2004,7.3,55,347288,73.0
677,Saw,2004,7.6,46,338164,76.0
678,Collateral,2004,7.5,71,322710,75.0
679,Ocean's Twelve,2004,6.5,58,318365,65.0
680,The Machinist,2004,7.7,61,316928,77.0
681,Hotel Rwanda,2004,8.1,79,301942,81.0
682,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,296879,72.0
683,The Aviator,2004,7.5,77,295264,75.0
684,Man on Fire,2004,7.7,47,294968,77.0
685,50 First Dates,2004,6.8,48,293341,68.0
686,Downfall,2004,8.2,82,290104,82.0
687,Mean Girls,2004,7.0,66,284742,70.0
688,National Treasure,2004,6.9,39,277052,69.0
689,Hellboy,2004,6.9,72,273245,69.0
690,Howl's Moving Castle,2004,8.2,80,263822,82.0
691,Meet the Fockers,2004,6.3,41,230911,63.0
692,Van Helsing,2004,6.1,35,220247,61.0
693,The Village,2004,6.5,44,216822,65.0
694,Dawn of the Dead,2004,7.3,59,213311,73.0
695,Dodgeball: A True Underdog Story,2004,6.7,55,205635,67.0
696,The Chronicles of Riddick,2004,6.7,38,198915,67.0
697,Garden State,2004,7.5,67,198088,75.0
698,Before Sunset,2004,8.1,90,195722,81.0
699,The Passion of the Christ,2004,7.2,47,195188,72.0
700,Finding Neverland,2004,7.7,67,186614,77.0
701,The Girl Next Door,2004,6.7,47,185191,67.0
702,Closer,2004,7.3,65,183972,73.0
703,A Series of Unfortunate Events,2004,6.8,62,178715,68.0
704,Napoleon Dynamite,2004,6.9,64,177484,69.0
705,EuroTrip,2004,6.6,45,177264,66.0
706,Resident Evil: Apocalypse,2004,6.2,35,169770,62.0
707,Harold & Kumar Go to White Castle,2004,7.1,64,167649,71.0
708,Sideways,2004,7.5,94,164435,75.0
709,AVP: Alien vs. Predator,2004,5.6,29,164237,56.0
710,Secret Window,2004,6.6,46,163244,66.0
711,The Life Aquatic with Steve Zissou,2004,7.3,62,158958,73.0
712,Alexander,2004,5.6,39,150105,56.0
713,Blade: Trinity,2004,5.9,38,149326,59.0
714,Shark Tale,2004,6.0,48,148065,60.0
715,King Arthur,2004,6.3,46,147914,63.0
716,Layer Cake,2004,7.4,73,146867,74.0
717,Team America: World Police,2004,7.2,64,146689,72.0
718,The Polar Express,2004,6.6,61,144074,66.0
719,13 Going on 30,2004,6.1,57,139825,61.0
720,The Punisher,2004,6.5,33,137586,65.0
721,Starsky & Hutch,2004,6.1,55,128399,61.0
722,The Grudge,2004,5.9,49,127179,59.0
723,Ray,2004,7.7,73,122786,77.0
724,Fahrenheit 9/11,2004,7.5,67,119634,75.0
725,Along Came Polly,2004,5.9,44,115068,59.0
726,White Chicks,2004,5.5,41,112710,55.0
727,Kung Fu Hustle,2004,7.8,78,111099,78.0
728,The Phantom of the Opera,2004,7.3,40,106160,73.0
729,House of Flying Daggers,2004,7.6,89,99527,76.0
730,Catwoman,2004,3.3,27,96925,33.0
731,The Manchurian Candidate,2004,6.6,76,94210,66.0
732,Super Size Me,2004,7.2,73,93023,72.0
733,The Ladykillers,2004,6.2,56,91040,62.0
734,Bridget Jones: The Edge of Reason,2004,6.0,44,90368,60.0
735,The Motorcycle Diaries,2004,7.8,75,89545,78.0
736,Primer,2004,6.9,68,85596,69.0
737,Cellular,2004,6.5,60,84989,65.0
738,Sky Captain and the World of Tomorrow,2004,6.1,64,77073,61.0
739,Around the World in 80 Days,2004,5.8,49,76207,58.0
740,Hidalgo,2004,6.7,54,72089,67.0
741,Taking Lives,2004,6.2,38,71844,62.0
742,Spanglish,2004,6.4,48,71574,64.0
743,A Cinderella Story,2004,5.9,25,71466,59.0
744,The Sea Inside,2004,8.0,74,70718,80.0
745,Garfield,2004,5.0,27,68392,50.0
746,The SpongeBob SquarePants Movie,2004,7.0,66,67397,70.0
747,A Very Long Engagement,2004,7.7,76,66851,77.0
748,The Princess Diaries 2: Royal Engagement,2004,5.8,43,63184,58.0
749,Mysterious Skin,2004,7.7,73,61283,77.0
750,District B13,2004,7.2,70,60841,72.0
751,The Forgotten,2004,5.8,43,60721,58.0
752,Walking Tall,2004,6.2,44,59547,62.0
753,I Heart Huckabees,2004,6.7,55,59468,67.0
754,Jersey Girl,2004,6.2,43,58687,62.0
755,Wimbledon,2004,6.3,59,55465,63.0
756,Ella Enchanted,2004,6.3,53,54425,63.0
757,The Stepford Wives,2004,5.3,42,53985,53.0
758,Mindhunters,2004,6.4,33,53689,64.0
759,Friday Night Lights,2004,7.3,70,52355,73.0
760,Ladder 49,2004,6.5,47,51408,65.0
761,In Good Company,2004,6.5,66,51034,65.0
762,The Chorus,2004,7.9,56,50059,79.0
763,Bad Education,2004,7.5,81,49757,75.0
764,Night Watch,2004,6.5,58,49747,65.0
765,The Whole Ten Yards,2004,5.5,24,49707,55.0
766,Wicker Park,2004,7.0,40,48815,70.0
767,Flight of the Phoenix,2004,6.1,47,48641,61.0
768,Alfie,2004,6.2,49,47041,62.0
769,Head-On,2004,8.0,78,45475,80.0
770,2046,2004,7.5,78,45436,75.0
771,Kinsey,2004,7.1,79,45038,71.0
772,Dead Man's Shoes,2004,7.7,52,44293,77.0
773,3-Iron,2004,8.1,72,43281,81.0
774,Veer-Zaara,2004,7.9,67,42554,79.0
775,Saved!,2004,6.8,62,42308,68.0
776,Miracle,2004,7.5,68,41495,75.0
777,After the Sunset,2004,6.3,38,41174,63.0
778,Without a Paddle,2004,5.9,29,40293,59.0
779,Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,39539,50.0
780,Shall We Dance,2004,6.1,47,39196,61.0
781,Taxi,2004,4.5,27,36412,45.0
782,The Prince and Me,2004,5.9,47,34752,59.0
783,Tae Guk Gi: The Brotherhood of War,2004,8.1,64,34726,81.0
784,Christmas with the Kranks,2004,5.3,22,33820,53.0
785,Raising Helen,2004,6.0,38,33209,60.0
786,Seed of Chucky,2004,4.9,46,33109,49.0
787,The Libertine,2004,6.4,44,32960,64.0
788,Chasing Liberty,2004,6.1,46,32926,61.0
789,Ghost in the Shell 2: Innocence,2004,7.6,66,32367,76.0
790,Maria Full of Grace,2004,7.5,87,32172,75.0
791,The Merchant of Venice,2004,7.1,63,32118,71.0
792,Birth,2004,6.1,50,32048,61.0
793,Exorcist: The Beginning,2004,5.1,30,30703,51.0
794,The Woodsman,2004,7.2,72,29690,72.0
795,Melinda and Melinda,2004,6.5,54,29186,65.0
796,The Edukators,2004,7.5,68,29001,75.0
797,The Final Cut,2004,6.2,43,28802,62.0
798,Mean Creek,2004,7.3,74,28579,73.0
799,Envy,2004,4.8,31,28108,48.0
800,Spartan,2004,6.6,60,27831,66.0
801,Superbabies: Baby Geniuses 2,2004,2.0,9,27782,20.0
802,Club Dread,2004,5.7,45,26022,57.0
803,Torque,2004,4.0,41,25263,40.0
804,Confessions of a Teenage Drama Queen,2004,4.6,33,25252,46.0
805,Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,24902,46.0
806,Raise Your Voice,2004,5.9,33,24692,59.0
807,Win a Date with Tad Hamilton!,2004,5.6,52,24644,56.0
808,You Got Served,2004,3.6,37,24474,36.0
809,Dirty Dancing: Havana Nights,2004,6.0,39,24342,60.0
810,The Assassination of Richard Nixon,2004,7.0,63,24294,70.0
811,Godsend,2004,4.8,24,23533,48.0
812,A Love Song for Bobby Long,2004,7.2,48,23504,72.0
813,Millions,2004,6.9,74,23212,69.0
814,Vera Drake,2004,7.7,83,21794,77.0
815,The Perfect Score,2004,5.7,35,21466,57.0
816,Laws of Attraction,2004,5.9,38,20368,59.0
817,Dear Frankie,2004,7.8,63,19980,78.0
818,Nobody Knows,2004,8.1,88,19766,81.0
819,Soul Plane,2004,4.4,33,19752,44.0
820,9 Songs,2004,4.8,43,19706,48.0
821,Surviving Christmas,2004,5.4,19,19649,54.0
822,New York Minute,2004,4.9,33,19460,49.0
823,First Daughter,2004,5.0,31,19112,50.0
824,Vanity Fair,2004,6.2,53,18698,62.0
825,Bride & Prejudice,2004,6.2,55,18599,62.0
826,Batman Begins,2005,8.3,70,1133720,83.0
827,V for Vendetta,2005,8.2,62,911220,82.0
828,Sin City,2005,8.0,74,701774,80.0
829,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,608388,76.0
830,Harry Potter and the Goblet of Fire,2005,7.7,81,455202,77.0
831,Mr. & Mrs. Smith,2005,6.5,55,396548,65.0
832,War of the Worlds,2005,6.5,73,371623,65.0
833,Charlie and the Chocolate Factory,2005,6.7,72,368600,67.0
834,King Kong,2005,7.2,81,352608,72.0
835,The 40-Year-Old Virgin,2005,7.1,73,347898,71.0
836,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,323900,69.0
837,Madagascar,2005,6.9,57,309847,69.0
838,Wedding Crashers,2005,7.0,64,304298,70.0
839,Fantastic Four,2005,5.7,40,288425,57.0
840,Brokeback Mountain,2005,7.7,87,287713,77.0
841,The Island,2005,6.9,50,282045,69.0
842,Lord of War,2005,7.6,62,269591,76.0
843,Hitch,2005,6.6,58,268726,66.0
844,Constantine,2005,7.0,50,264300,70.0
845,Serenity,2005,7.9,74,261559,79.0
846,Kingdom of Heaven,2005,7.2,63,241465,72.0
847,Pride & Prejudice,2005,7.8,82,218924,78.0
848,Corpse Bride,2005,7.4,83,214188,74.0
849,Saw II,2005,6.6,40,210132,66.0
850,Walk the Line,2005,7.9,72,204941,79.0
851,A History of Violence,2005,7.5,81,204427,75.0
852,Thank You for Smoking,2005,7.6,71,202438,76.0
853,Kiss Kiss Bang Bang,2005,7.6,72,195625,76.0
854,Munich,2005,7.6,74,192665,76.0
855,Match Point,2005,7.7,72,185017,77.0
856,The Descent,2005,7.2,71,176593,72.0
857,Transporter 2,2005,6.3,56,173279,63.0
858,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,171177,68.0
859,Cinderella Man,2005,8.0,69,161536,80.0
860,Jarhead,2005,7.0,58,157202,70.0
861,Hostel,2005,5.9,55,153356,59.0
862,The Longest Yard,2005,6.4,48,144990,64.0
863,Hard Candy,2005,7.1,58,142987,71.0
864,Flightplan,2005,6.3,53,138610,63.0
865,Green Street Hooligans,2005,7.5,55,129957,75.0
866,Memoirs of a Geisha,2005,7.4,54,128179,74.0
867,The Constant Gardener,2005,7.4,82,121287,74.0
868,Fun with Dick and Jane,2005,6.1,47,121119,61.0
869,Four Brothers,2005,6.9,49,120856,69.0
870,Syriana,2005,6.9,76,117647,69.0
871,Æon Flux,2005,5.5,36,116982,55.0
872,Robots,2005,6.3,64,116835,63.0
873,Capote,2005,7.4,88,112650,74.0
874,The Curse of the Were-Rabbit,2005,7.5,87,110395,75.0
875,The Brothers Grimm,2005,5.9,51,107296,59.0
876,The Exorcism of Emily Rose,2005,6.7,46,107123,67.0
877,Coach Carter,2005,7.3,57,105558,73.0
878,House of Wax,2005,5.3,41,103940,53.0
879,Red Eye,2005,6.5,71,102148,65.0
880,The Jacket,2005,7.1,44,100892,71.0
881,Hostage,2005,6.6,44,99855,66.0
882,The Skeleton Key,2005,6.5,47,96536,65.0
883,Doom,2005,5.2,34,95485,52.0
884,The Amityville Horror,2005,6.0,33,95037,60.0
885,Just Friends,2005,6.2,47,92866,62.0
886,Brick,2005,7.4,72,92222,74.0
887,Unleashed,2005,7.0,58,91704,70.0
888,The Interpreter,2005,6.4,62,91261,64.0
889,Just Like Heaven,2005,6.7,47,90124,67.0
890,Broken Flowers,2005,7.2,79,89295,72.0
891,"Good Night, and Good Luck.",2005,7.5,80,88496,75.0
892,Land of the Dead,2005,6.2,71,84727,62.0
893,Sahara,2005,6.0,41,84059,60.0
894,The Devil's Rejects,2005,6.9,53,83212,69.0
895,The Ring Two,2005,5.4,44,81926,54.0
896,The Legend of Zorro,2005,5.9,47,81782,59.0
897,Revolver,2005,6.5,25,81534,65.0
898,Waiting...,2005,6.8,30,81301,68.0
899,Zathura: A Space Adventure,2005,6.2,67,79698,62.0
900,Elektra,2005,4.7,34,78934,47.0
901,The New World,2005,6.7,69,76692,67.0
902,The Pacifier,2005,5.6,30,76578,56.0
903,Hide and Seek,2005,5.9,35,76069,59.0
904,Chicken Little,2005,5.8,48,74176,58.0
905,The Weather Man,2005,6.6,61,73200,66.0
906,The Dukes of Hazzard,2005,5.1,33,70812,51.0
907,Assault on Precinct 13,2005,6.3,54,69417,63.0
908,Sky High,2005,6.2,62,69226,62.0
909,Into the Blue,2005,5.8,45,68221,58.0
910,Stay,2005,6.9,41,67992,69.0
911,The Squid and the Whale,2005,7.4,82,67462,74.0
912,Derailed,2005,6.6,40,66569,66.0
913,Caché,2005,7.3,83,63381,73.0
914,Bewitched,2005,4.8,34,63292,48.0
915,Be Cool,2005,5.7,37,63200,57.0
916,A Lot Like Love,2005,6.6,48,62880,66.0
917,Elizabethtown,2005,6.4,45,62801,64.0
918,Lady Vengeance,2005,7.6,75,61540,76.0
919,Wolf Creek,2005,6.3,54,61300,63.0
920,Domino,2005,6.0,36,61239,60.0
921,xXx: State of the Union,2005,4.4,37,61166,44.0
922,Miss Congeniality 2: Armed & Fabulous,2005,5.1,34,59514,51.0
923,Harsh Times,2005,6.9,56,58664,69.0
924,Nanny McPhee,2005,6.6,59,58101,66.0
925,Goal! The Dream Begins,2005,6.7,53,55576,67.0
926,In Her Shoes,2005,6.5,60,55471,65.0
927,Dark Water,2005,5.6,52,54812,56.0
928,The Family Stone,2005,6.3,56,54174,63.0
929,Everything Is Illuminated,2005,7.5,58,53913,75.0
930,March of the Penguins,2005,7.6,79,51740,76.0
931,Hoodwinked!,2005,6.5,45,50708,65.0
932,Monster-in-Law,2005,5.5,31,49446,55.0
933,The Sisterhood of the Traveling Pants,2005,6.5,66,49078,65.0
934,Stealth,2005,5.0,35,48463,50.0
935,Cheaper by the Dozen 2,2005,5.5,34,48239,55.0
936,Casanova,2005,6.5,57,48066,65.0
937,Lords of Dogtown,2005,7.1,56,47876,71.0
938,The World's Fastest Indian,2005,7.8,68,47706,78.0
939,Son of the Mask,2005,2.2,20,46835,22.0
940,Grizzly Man,2005,7.8,87,46507,78.0
941,Rumor Has It...,2005,5.5,35,46123,55.0
942,The Proposition,2005,7.4,73,46051,74.0
